supermarket,date,month,year,product_category,item_count
Sains,2023-01-18,1,2023,health_products,332
Sains,2023-01-26,1,2023,food_cupboard,323
Sains,2023-01-28,1,2023,baby_products,39
Tesco,2023-01-12,1,2023,frozen,47
Morrisons,2023-01-02,1,2023,drinks,117
Morrisons,2023-01-07,1,2023,drinks,154
Morrisons,2023-01-25,1,2023,fresh_food,129
Aldi,2023-01-16,1,2023,bakery,12
Aldi,2023-01-06,1,2023,free-from,5
Sains,2023-01-16,1,2023,free-from,186
Sains,2023-01-22,1,2023,health_products,373
Sains,2023-01-18,1,2023,bakery,25
ASDA,2023-01-02,1,2023,drinks,162
ASDA,2023-01-12,1,2023,drinks,166
ASDA,2023-01-02,1,2023,pets,33
ASDA,2023-01-15,1,2023,frozen,33
ASDA,2023-01-07,1,2023,frozen,36
Tesco,2023-01-02,1,2023,baby_products,52
Tesco,2023-01-28,1,2023,baby_products,49
Morrisons,2023-01-01,1,2023,baby_products,34
Aldi,2023-01-08,1,2023,baby_products,5
Sains,2023-01-21,1,2023,bakery,33
ASDA,2023-01-16,1,2023,fresh_food,255
ASDA,2023-01-01,1,2023,drinks,163
Tesco,2023-01-17,1,2023,pets,36
Morrisons,2023-01-23,1,2023,pets,38
Aldi,2023-01-15,1,2023,health_products,13
Sains,2023-01-15,1,2023,household,101
Sains,2023-01-05,1,2023,baby_products,34
Tesco,2023-01-11,1,2023,health_products,261
Aldi,2023-01-04,1,2023,fresh_food,93
Aldi,2023-01-07,1,2023,household,13
Aldi,2023-01-13,1,2023,health_products,19
Sains,2023-01-06,1,2023,free-from,123
Morrisons,2023-01-17,1,2023,baby_products,33
Aldi,2023-01-14,1,2023,fresh_food,91
ASDA,2023-01-01,1,2023,fresh_food,221
Tesco,2023-01-15,1,2023,frozen,40
Tesco,2023-01-01,1,2023,bakery,26
Morrisons,2023-01-26,1,2023,drinks,130
Morrisons,2023-01-29,1,2023,pets,40
Morrisons,2023-01-18,1,2023,pets,47
Sains,2023-01-27,1,2023,free-from,158
Sains,2023-01-22,1,2023,food_cupboard,303
ASDA,2023-01-17,1,2023,frozen,32
Tesco,2023-01-29,1,2023,home,247
Aldi,2023-01-16,1,2023,drinks,39
Aldi,2023-01-03,1,2023,health_products,15
Aldi,2023-01-02,1,2023,baby_products,10
Sains,2023-01-12,1,2023,fresh_food,226
Sains,2023-01-24,1,2023,free-from,155
Sains,2023-01-11,1,2023,household,100
Sains,2023-01-06,1,2023,frozen,34
ASDA,2023-01-27,1,2023,fresh_food,220
ASDA,2023-01-18,1,2023,fresh_food,255
ASDA,2023-01-21,1,2023,household,107
ASDA,2023-01-09,1,2023,household,94
ASDA,2023-01-18,1,2023,frozen,24
Tesco,2023-01-15,1,2023,food_cupboard,336
Tesco,2023-01-06,1,2023,frozen,52
Tesco,2023-01-18,1,2023,fresh_food,187
Morrisons,2023-01-18,1,2023,baby_products,37
Morrisons,2023-01-15,1,2023,free-from,28
Morrisons,2023-01-07,1,2023,baby_products,36
Aldi,2023-01-11,1,2023,bakery,20
Aldi,2023-01-11,1,2023,household,28
Sains,2023-01-08,1,2023,household,118
Sains,2023-01-26,1,2023,drinks,159
Sains,2023-01-28,1,2023,frozen,33
Sains,2023-01-12,1,2023,bakery,32
Sains,2023-01-23,1,2023,baby_products,43
Tesco,2023-01-28,1,2023,food_cupboard,312
Aldi,2023-01-25,1,2023,bakery,14
Aldi,2023-01-25,1,2023,pets,8
Aldi,2023-01-27,1,2023,frozen,26
Aldi,2023-01-04,1,2023,frozen,26
Aldi,2023-01-11,1,2023,free-from,1
ASDA,2023-01-14,1,2023,free-from,37
Tesco,2023-01-19,1,2023,household,51
Tesco,2023-01-04,1,2023,frozen,50
Tesco,2023-01-10,1,2023,frozen,55
Morrisons,2023-01-05,1,2023,free-from,21
Aldi,2023-01-09,1,2023,bakery,17
Sains,2023-01-03,1,2023,health_products,344
Sains,2023-01-14,1,2023,household,111
ASDA,2023-01-02,1,2023,baby_products,52
Tesco,2023-01-08,1,2023,drinks,163
Tesco,2023-01-09,1,2023,household,49
Morrisons,2023-01-30,1,2023,food_cupboard,258
Morrisons,2023-01-08,1,2023,free-from,18
Aldi,2023-01-25,1,2023,free-from,1
Aldi,2023-01-31,1,2023,bakery,10
Sains,2023-01-16,1,2023,food_cupboard,300
ASDA,2023-01-11,1,2023,pets,28
Tesco,2023-01-05,1,2023,home,189
Tesco,2023-01-31,1,2023,baby_products,53
Morrisons,2023-01-10,1,2023,bakery,29
Morrisons,2023-01-08,1,2023,bakery,18
Morrisons,2023-01-14,1,2023,household,38
Sains,2023-01-13,1,2023,home,223
ASDA,2023-01-28,1,2023,frozen,31
ASDA,2023-01-04,1,2023,fresh_food,230
ASDA,2023-01-17,1,2023,bakery,36
ASDA,2023-01-09,1,2023,baby_products,54
Aldi,2023-01-29,1,2023,fresh_food,106
Sains,2023-01-27,1,2023,food_cupboard,324
Sains,2023-01-22,1,2023,pets,57
ASDA,2023-01-21,1,2023,drinks,154
ASDA,2023-01-12,1,2023,home,235
ASDA,2023-01-05,1,2023,pets,29
Tesco,2023-01-25,1,2023,frozen,49
Tesco,2023-01-16,1,2023,frozen,50
Morrisons,2023-01-01,1,2023,food_cupboard,249
Morrisons,2023-01-20,1,2023,pets,49
Morrisons,2023-01-12,1,2023,health_products,174
Morrisons,2023-01-25,1,2023,home,149
Aldi,2023-01-14,1,2023,baby_products,3
Sains,2023-01-01,1,2023,fresh_food,227
Sains,2023-01-02,1,2023,free-from,160
ASDA,2023-01-07,1,2023,household,92
ASDA,2023-01-11,1,2023,frozen,35
Tesco,2023-01-14,1,2023,pets,34
Morrisons,2023-01-06,1,2023,food_cupboard,223
Morrisons,2023-01-05,1,2023,frozen,41
Morrisons,2023-01-17,1,2023,frozen,43
Morrisons,2023-01-21,1,2023,frozen,34
Aldi,2023-01-15,1,2023,drinks,29
Aldi,2023-01-06,1,2023,fresh_food,95
Aldi,2023-01-11,1,2023,food_cupboard,57
Morrisons,2023-01-07,1,2023,fresh_food,132
Aldi,2023-01-14,1,2023,drinks,38
Aldi,2023-01-17,1,2023,bakery,16
Sains,2023-01-12,1,2023,food_cupboard,326
ASDA,2023-01-04,1,2023,home,234
ASDA,2023-01-02,1,2023,health_products,243
ASDA,2023-01-19,1,2023,baby_products,48
Tesco,2023-01-21,1,2023,drinks,146
Tesco,2023-01-21,1,2023,bakery,29
Morrisons,2023-01-11,1,2023,health_products,179
Aldi,2023-01-31,1,2023,drinks,32
Aldi,2023-01-20,1,2023,health_products,15
Sains,2023-01-04,1,2023,household,93
Sains,2023-01-06,1,2023,household,92
ASDA,2023-01-09,1,2023,pets,43
ASDA,2023-01-21,1,2023,baby_products,39
Tesco,2023-01-05,1,2023,frozen,58
Morrisons,2023-01-21,1,2023,health_products,154
Aldi,2023-01-13,1,2023,frozen,21
Aldi,2023-01-16,1,2023,fresh_food,94
Sains,2023-01-30,1,2023,household,105
Sains,2023-01-31,1,2023,home,209
ASDA,2023-01-10,1,2023,bakery,47
ASDA,2023-01-12,1,2023,free-from,41
ASDA,2023-01-07,1,2023,health_products,253
Tesco,2023-01-28,1,2023,bakery,46
Tesco,2023-01-26,1,2023,drinks,142
Tesco,2023-01-27,1,2023,drinks,189
Tesco,2023-01-16,1,2023,baby_products,58
Tesco,2023-01-11,1,2023,frozen,50
Morrisons,2023-01-02,1,2023,household,45
Morrisons,2023-01-11,1,2023,pets,33
Morrisons,2023-01-12,1,2023,drinks,131
Aldi,2023-01-30,1,2023,health_products,14
Aldi,2023-01-19,1,2023,household,12
ASDA,2023-01-22,1,2023,frozen,36
Morrisons,2023-01-18,1,2023,fresh_food,133
ASDA,2023-01-17,1,2023,fresh_food,223
ASDA,2023-01-28,1,2023,drinks,147
ASDA,2023-01-01,1,2023,health_products,255
Tesco,2023-01-24,1,2023,frozen,56
Morrisons,2023-01-24,1,2023,bakery,20
Aldi,2023-01-18,1,2023,health_products,20
Aldi,2023-01-03,1,2023,drinks,33
Aldi,2023-01-27,1,2023,free-from,2
Sains,2023-01-16,1,2023,baby_products,38
ASDA,2023-01-22,1,2023,household,110
Tesco,2023-01-16,1,2023,drinks,164
Tesco,2023-01-14,1,2023,food_cupboard,290
Tesco,2023-01-18,1,2023,food_cupboard,360
Morrisons,2023-01-24,1,2023,baby_products,38
Morrisons,2023-01-07,1,2023,frozen,45
Aldi,2023-01-05,1,2023,food_cupboard,83
Aldi,2023-01-06,1,2023,health_products,18
Sains,2023-01-10,1,2023,fresh_food,198
Sains,2023-01-17,1,2023,free-from,144
Sains,2023-01-15,1,2023,pets,46
ASDA,2023-01-04,1,2023,baby_products,47
Tesco,2023-01-04,1,2023,health_products,231
Morrisons,2023-01-06,1,2023,pets,47
Morrisons,2023-01-24,1,2023,home,146
Morrisons,2023-01-03,1,2023,home,145
Sains,2023-01-23,1,2023,home,209
ASDA,2023-01-01,1,2023,free-from,32
Tesco,2023-01-06,1,2023,food_cupboard,320
Tesco,2023-01-25,1,2023,food_cupboard,317
Morrisons,2023-01-13,1,2023,baby_products,42
Morrisons,2023-01-12,1,2023,bakery,20
Morrisons,2023-01-30,1,2023,health_products,180
Morrisons,2023-01-12,1,2023,household,46
Aldi,2023-01-11,1,2023,drinks,40
Sains,2023-01-23,1,2023,pets,39
ASDA,2023-01-25,1,2023,fresh_food,250
ASDA,2023-01-22,1,2023,food_cupboard,311
Tesco,2023-01-24,1,2023,food_cupboard,338
Morrisons,2023-01-20,1,2023,baby_products,43
Morrisons,2023-01-28,1,2023,household,47
Sains,2023-01-10,1,2023,home,211
Sains,2023-01-13,1,2023,drinks,160
Sains,2023-01-04,1,2023,drinks,176
Sains,2023-01-14,1,2023,frozen,35
Sains,2023-01-02,1,2023,bakery,33
ASDA,2023-01-20,1,2023,food_cupboard,284
ASDA,2023-01-13,1,2023,bakery,47
ASDA,2023-01-19,1,2023,frozen,29
Morrisons,2023-01-22,1,2023,pets,51
Morrisons,2023-01-21,1,2023,pets,51
Aldi,2023-01-12,1,2023,frozen,24
Sains,2023-01-30,1,2023,fresh_food,182
ASDA,2023-01-25,1,2023,drinks,175
ASDA,2023-01-06,1,2023,drinks,187
ASDA,2023-01-20,1,2023,home,230
ASDA,2023-01-02,1,2023,bakery,39
Tesco,2023-01-31,1,2023,drinks,168
Tesco,2023-01-27,1,2023,fresh_food,166
Tesco,2023-01-07,1,2023,bakery,30
Tesco,2023-01-26,1,2023,household,55
Morrisons,2023-01-09,1,2023,fresh_food,125
Aldi,2023-01-04,1,2023,baby_products,4
Sains,2023-01-01,1,2023,health_products,317
ASDA,2023-01-06,1,2023,baby_products,47
ASDA,2023-01-15,1,2023,bakery,41
ASDA,2023-01-16,1,2023,pets,26
Tesco,2023-01-30,1,2023,pets,41
Morrisons,2023-01-03,1,2023,health_products,150
Sains,2023-01-04,1,2023,bakery,36
ASDA,2023-01-19,1,2023,home,206
ASDA,2023-01-03,1,2023,baby_products,39
Tesco,2023-01-04,1,2023,household,50
Morrisons,2023-01-20,1,2023,health_products,152
Morrisons,2023-01-24,1,2023,pets,55
Morrisons,2023-01-17,1,2023,home,163
Morrisons,2023-01-08,1,2023,frozen,28
Sains,2023-01-30,1,2023,drinks,145
Sains,2023-01-15,1,2023,free-from,160
Sains,2023-01-29,1,2023,frozen,37
Sains,2023-01-17,1,2023,bakery,39
ASDA,2023-01-05,1,2023,free-from,50
Morrisons,2023-01-03,1,2023,fresh_food,129
Morrisons,2023-01-13,1,2023,household,49
Aldi,2023-01-12,1,2023,bakery,15
Sains,2023-01-02,1,2023,drinks,169
Tesco,2023-01-17,1,2023,drinks,170
Tesco,2023-01-20,1,2023,pets,51
Tesco,2023-01-05,1,2023,pets,36
Morrisons,2023-01-23,1,2023,health_products,162
Morrisons,2023-01-29,1,2023,home,166
Aldi,2023-01-04,1,2023,pets,4
Aldi,2023-01-25,1,2023,drinks,34
ASDA,2023-01-09,1,2023,food_cupboard,348
Tesco,2023-01-05,1,2023,baby_products,40
Tesco,2023-01-08,1,2023,bakery,39
Morrisons,2023-01-03,1,2023,bakery,23
Aldi,2023-01-20,1,2023,bakery,18
Sains,2023-01-03,1,2023,free-from,146
Sains,2023-01-01,1,2023,free-from,157
ASDA,2023-01-17,1,2023,home,233
ASDA,2023-01-02,1,2023,home,223
ASDA,2023-01-04,1,2023,household,125
Morrisons,2023-01-17,1,2023,fresh_food,150
Morrisons,2023-01-24,1,2023,drinks,123
Morrisons,2023-01-15,1,2023,drinks,134
Aldi,2023-01-16,1,2023,frozen,22
ASDA,2023-01-06,1,2023,household,121
ASDA,2023-01-16,1,2023,drinks,188
ASDA,2023-01-21,1,2023,bakery,36
Tesco,2023-01-19,1,2023,food_cupboard,328
Tesco,2023-01-24,1,2023,fresh_food,174
Tesco,2023-01-09,1,2023,drinks,146
Tesco,2023-01-30,1,2023,bakery,31
Tesco,2023-01-02,1,2023,household,72
Morrisons,2023-01-31,1,2023,food_cupboard,251
Aldi,2023-01-15,1,2023,household,24
Sains,2023-01-08,1,2023,drinks,166
Sains,2023-01-09,1,2023,pets,47
ASDA,2023-01-10,1,2023,drinks,168
ASDA,2023-01-23,1,2023,household,124
Tesco,2023-01-21,1,2023,baby_products,61
Tesco,2023-01-28,1,2023,fresh_food,177
Tesco,2023-01-08,1,2023,home,198
Tesco,2023-01-24,1,2023,pets,30
Sains,2023-01-06,1,2023,health_products,300
Sains,2023-01-13,1,2023,free-from,149
ASDA,2023-01-27,1,2023,household,104
Tesco,2023-01-03,1,2023,fresh_food,177
Morrisons,2023-01-09,1,2023,pets,46
Morrisons,2023-01-05,1,2023,food_cupboard,238
Morrisons,2023-01-31,1,2023,home,139
Sains,2023-01-15,1,2023,baby_products,42
ASDA,2023-01-20,1,2023,health_products,266
ASDA,2023-01-25,1,2023,household,107
Tesco,2023-01-20,1,2023,drinks,149
Morrisons,2023-01-18,1,2023,food_cupboard,232
Morrisons,2023-01-15,1,2023,fresh_food,126
Morrisons,2023-01-28,1,2023,bakery,20
Morrisons,2023-01-08,1,2023,household,47
Aldi,2023-01-26,1,2023,household,21
Sains,2023-01-10,1,2023,health_products,313
Sains,2023-01-20,1,2023,household,87
ASDA,2023-01-04,1,2023,food_cupboard,284
ASDA,2023-01-08,1,2023,free-from,40
Tesco,2023-01-23,1,2023,bakery,28
Aldi,2023-01-01,1,2023,bakery,17
Sains,2023-01-07,1,2023,home,257
Sains,2023-01-25,1,2023,health_products,295
Sains,2023-01-19,1,2023,frozen,30
ASDA,2023-01-25,1,2023,bakery,50
Morrisons,2023-01-18,1,2023,health_products,160
Aldi,2023-01-09,1,2023,food_cupboard,79
Aldi,2023-01-08,1,2023,pets,4
Sains,2023-01-08,1,2023,baby_products,32
Tesco,2023-01-05,1,2023,drinks,175
Morrisons,2023-01-12,1,2023,pets,46
Morrisons,2023-01-14,1,2023,baby_products,33
Aldi,2023-01-26,1,2023,frozen,23
Aldi,2023-01-31,1,2023,pets,6
Aldi,2023-01-01,1,2023,free-from,2
Sains,2023-01-28,1,2023,fresh_food,181
ASDA,2023-01-16,1,2023,household,118
Tesco,2023-01-10,1,2023,food_cupboard,351
Tesco,2023-01-06,1,2023,home,221
Morrisons,2023-01-15,1,2023,household,51
Morrisons,2023-01-02,1,2023,health_products,166
Aldi,2023-01-05,1,2023,bakery,12
Sains,2023-01-10,1,2023,frozen,48
Sains,2023-01-18,1,2023,pets,48
ASDA,2023-01-27,1,2023,food_cupboard,312
ASDA,2023-01-03,1,2023,home,207
Tesco,2023-01-12,1,2023,drinks,186
Morrisons,2023-01-23,1,2023,household,64
Aldi,2023-01-02,1,2023,drinks,42
Aldi,2023-01-11,1,2023,frozen,31
Sains,2023-01-31,1,2023,food_cupboard,299
Sains,2023-01-22,1,2023,baby_products,39
ASDA,2023-01-14,1,2023,fresh_food,239
ASDA,2023-01-10,1,2023,baby_products,46
ASDA,2023-01-14,1,2023,bakery,47
Tesco,2023-01-23,1,2023,household,67
Tesco,2023-01-20,1,2023,fresh_food,180
Tesco,2023-01-21,1,2023,pets,49
Morrisons,2023-01-14,1,2023,bakery,28
Morrisons,2023-01-27,1,2023,household,66
Morrisons,2023-01-02,1,2023,bakery,32
Aldi,2023-01-28,1,2023,fresh_food,89
Aldi,2023-01-25,1,2023,food_cupboard,64
Aldi,2023-01-22,1,2023,food_cupboard,76
Aldi,2023-01-16,1,2023,free-from,4
Sains,2023-01-15,1,2023,food_cupboard,319
Sains,2023-01-10,1,2023,bakery,26
Sains,2023-01-15,1,2023,frozen,37
ASDA,2023-01-31,1,2023,drinks,158
ASDA,2023-01-08,1,2023,household,130
Tesco,2023-01-23,1,2023,food_cupboard,328
Tesco,2023-01-03,1,2023,drinks,176
Morrisons,2023-01-30,1,2023,drinks,131
Aldi,2023-01-21,1,2023,free-from,2
Sains,2023-01-25,1,2023,drinks,156
Sains,2023-01-19,1,2023,free-from,148
Sains,2023-01-27,1,2023,household,106
ASDA,2023-01-18,1,2023,health_products,196
ASDA,2023-01-31,1,2023,household,112
ASDA,2023-01-16,1,2023,food_cupboard,304
Morrisons,2023-01-04,1,2023,pets,45
Aldi,2023-01-21,1,2023,bakery,11
Aldi,2023-01-28,1,2023,free-from,1
Sains,2023-01-02,1,2023,home,209
Sains,2023-01-01,1,2023,frozen,31
ASDA,2023-01-28,1,2023,baby_products,33
Tesco,2023-01-30,1,2023,health_products,234
ASDA,2023-01-14,1,2023,frozen,36
ASDA,2023-01-21,1,2023,frozen,32
Tesco,2023-01-13,1,2023,baby_products,43
Morrisons,2023-01-10,1,2023,food_cupboard,228
ASDA,2023-01-03,1,2023,fresh_food,239
ASDA,2023-01-07,1,2023,baby_products,42
Tesco,2023-01-13,1,2023,household,53
Morrisons,2023-01-19,1,2023,home,143
Aldi,2023-01-20,1,2023,food_cupboard,64
Aldi,2023-01-15,1,2023,pets,3
Sains,2023-01-26,1,2023,fresh_food,221
Sains,2023-01-06,1,2023,drinks,176
Sains,2023-01-08,1,2023,pets,37
ASDA,2023-01-15,1,2023,food_cupboard,285
ASDA,2023-01-27,1,2023,baby_products,54
Tesco,2023-01-13,1,2023,drinks,180
Aldi,2023-01-03,1,2023,baby_products,5
Aldi,2023-01-21,1,2023,health_products,18
ASDA,2023-01-07,1,2023,fresh_food,232
ASDA,2023-01-11,1,2023,food_cupboard,292
Aldi,2023-01-20,1,2023,frozen,29
Sains,2023-01-13,1,2023,fresh_food,219
Sains,2023-01-14,1,2023,pets,55
Sains,2023-01-25,1,2023,household,113
Sains,2023-01-04,1,2023,food_cupboard,301
Sains,2023-01-24,1,2023,pets,57
Sains,2023-01-19,1,2023,household,81
ASDA,2023-01-01,1,2023,household,116
ASDA,2023-01-12,1,2023,frozen,32
Tesco,2023-01-30,1,2023,home,208
Morrisons,2023-01-05,1,2023,household,48
Sains,2023-01-09,1,2023,free-from,158
Sains,2023-01-12,1,2023,pets,48
Tesco,2023-01-01,1,2023,drinks,147
Morrisons,2023-01-23,1,2023,fresh_food,132
Sains,2023-01-02,1,2023,household,95
Sains,2023-01-22,1,2023,fresh_food,227
ASDA,2023-01-12,1,2023,baby_products,44
Tesco,2023-01-26,1,2023,bakery,31
Tesco,2023-01-21,1,2023,health_products,251
Tesco,2023-01-20,1,2023,health_products,204
Morrisons,2023-01-08,1,2023,food_cupboard,260
Morrisons,2023-01-31,1,2023,fresh_food,114
Morrisons,2023-01-24,1,2023,health_products,171
Morrisons,2023-01-10,1,2023,home,134
Morrisons,2023-01-16,1,2023,baby_products,44
Morrisons,2023-01-11,1,2023,food_cupboard,239
Morrisons,2023-01-09,1,2023,food_cupboard,235
Morrisons,2023-01-11,1,2023,frozen,46
Aldi,2023-01-27,1,2023,food_cupboard,68
Aldi,2023-01-09,1,2023,baby_products,2
Sains,2023-01-01,1,2023,household,103
Tesco,2023-01-07,1,2023,home,219
Morrisons,2023-01-08,1,2023,baby_products,44
Morrisons,2023-01-15,1,2023,baby_products,38
Morrisons,2023-01-06,1,2023,free-from,20
Aldi,2023-01-01,1,2023,frozen,24
Sains,2023-01-02,1,2023,frozen,46
Sains,2023-01-15,1,2023,fresh_food,240
ASDA,2023-01-18,1,2023,baby_products,42
ASDA,2023-01-02,1,2023,frozen,31
Tesco,2023-01-19,1,2023,baby_products,43
Tesco,2023-01-27,1,2023,home,192
Tesco,2023-01-27,1,2023,bakery,21
Aldi,2023-01-01,1,2023,pets,7
Sains,2023-01-28,1,2023,drinks,160
Sains,2023-01-28,1,2023,bakery,26
ASDA,2023-01-11,1,2023,baby_products,46
Tesco,2023-01-14,1,2023,frozen,46
Morrisons,2023-01-03,1,2023,food_cupboard,202
Sains,2023-01-12,1,2023,free-from,164
Sains,2023-01-28,1,2023,health_products,283
Sains,2023-01-18,1,2023,frozen,38
Sains,2023-01-12,1,2023,household,115
Sains,2023-01-19,1,2023,baby_products,37
ASDA,2023-01-23,1,2023,frozen,35
Aldi,2023-01-08,1,2023,food_cupboard,68
Aldi,2023-01-12,1,2023,health_products,12
Aldi,2023-01-28,1,2023,bakery,16
Aldi,2023-01-19,1,2023,pets,6
Sains,2023-01-03,1,2023,frozen,49
ASDA,2023-01-30,1,2023,drinks,174
ASDA,2023-01-31,1,2023,bakery,48
ASDA,2023-01-17,1,2023,health_products,243
Tesco,2023-01-03,1,2023,health_products,214
Tesco,2023-01-04,1,2023,pets,47
Tesco,2023-01-10,1,2023,health_products,244
Morrisons,2023-01-08,1,2023,fresh_food,124
Aldi,2023-01-25,1,2023,household,17
Aldi,2023-01-07,1,2023,health_products,9
ASDA,2023-01-09,1,2023,home,211
Tesco,2023-01-15,1,2023,baby_products,53
Tesco,2023-01-08,1,2023,household,56
Tesco,2023-01-17,1,2023,bakery,41
Morrisons,2023-01-15,1,2023,food_cupboard,232
Morrisons,2023-01-06,1,2023,health_products,169
Morrisons,2023-01-01,1,2023,household,56
Aldi,2023-01-29,1,2023,food_cupboard,68
Aldi,2023-01-04,1,2023,bakery,8
Sains,2023-01-14,1,2023,baby_products,39
ASDA,2023-01-25,1,2023,pets,41
ASDA,2023-01-03,1,2023,bakery,44
Morrisons,2023-01-26,1,2023,food_cupboard,239
Morrisons,2023-01-06,1,2023,frozen,40
Morrisons,2023-01-22,1,2023,frozen,43
Morrisons,2023-01-26,1,2023,bakery,25
Morrisons,2023-01-11,1,2023,drinks,142
Aldi,2023-01-10,1,2023,bakery,8
Aldi,2023-01-12,1,2023,pets,6
Sains,2023-01-13,1,2023,health_products,307
Sains,2023-01-23,1,2023,food_cupboard,326
ASDA,2023-01-28,1,2023,home,200
ASDA,2023-01-31,1,2023,frozen,44
ASDA,2023-01-20,1,2023,bakery,50
Tesco,2023-01-15,1,2023,fresh_food,189
Tesco,2023-01-12,1,2023,home,210
Tesco,2023-01-06,1,2023,baby_products,52
Aldi,2023-01-01,1,2023,household,20
Aldi,2023-01-18,1,2023,baby_products,2
Aldi,2023-01-28,1,2023,pets,5
ASDA,2023-01-04,1,2023,bakery,42
ASDA,2023-01-31,1,2023,home,209
Tesco,2023-01-27,1,2023,food_cupboard,299
Tesco,2023-01-27,1,2023,health_products,219
Morrisons,2023-01-11,1,2023,home,147
Aldi,2023-01-22,1,2023,drinks,43
Sains,2023-01-29,1,2023,home,230
ASDA,2023-01-02,1,2023,food_cupboard,339
Tesco,2023-01-22,1,2023,food_cupboard,360
Tesco,2023-01-15,1,2023,household,55
Morrisons,2023-01-25,1,2023,baby_products,38
Morrisons,2023-01-06,1,2023,home,181
Morrisons,2023-01-07,1,2023,free-from,25
Morrisons,2023-01-19,1,2023,bakery,20
Aldi,2023-01-20,1,2023,drinks,35
Aldi,2023-01-18,1,2023,pets,9
Sains,2023-01-21,1,2023,fresh_food,203
Sains,2023-01-19,1,2023,pets,43
ASDA,2023-01-25,1,2023,health_products,227
ASDA,2023-01-12,1,2023,household,111
Morrisons,2023-01-24,1,2023,food_cupboard,247
Morrisons,2023-01-14,1,2023,free-from,18
Morrisons,2023-01-22,1,2023,fresh_food,118
Aldi,2023-01-19,1,2023,food_cupboard,71
Aldi,2023-01-21,1,2023,fresh_food,97
Aldi,2023-01-30,1,2023,drinks,40
ASDA,2023-01-13,1,2023,drinks,180
ASDA,2023-01-12,1,2023,health_products,250
Tesco,2023-01-16,1,2023,health_products,221
Tesco,2023-01-25,1,2023,pets,31
Morrisons,2023-01-05,1,2023,drinks,124
Morrisons,2023-01-04,1,2023,baby_products,39
Aldi,2023-01-19,1,2023,health_products,12
Aldi,2023-01-04,1,2023,free-from,2
Sains,2023-01-19,1,2023,health_products,340
Sains,2023-01-21,1,2023,health_products,315
Sains,2023-01-27,1,2023,pets,35
ASDA,2023-01-24,1,2023,food_cupboard,313
ASDA,2023-01-07,1,2023,free-from,29
Tesco,2023-01-05,1,2023,health_products,259
Morrisons,2023-01-05,1,2023,bakery,16
Morrisons,2023-01-28,1,2023,drinks,148
Aldi,2023-01-30,1,2023,household,18
Aldi,2023-01-16,1,2023,household,19
Aldi,2023-01-05,1,2023,health_products,12
Sains,2023-01-09,1,2023,food_cupboard,323
ASDA,2023-01-08,1,2023,food_cupboard,303
ASDA,2023-01-12,1,2023,fresh_food,267
Tesco,2023-01-12,1,2023,food_cupboard,318
Morrisons,2023-01-27,1,2023,health_products,179
Morrisons,2023-01-21,1,2023,drinks,128
Morrisons,2023-01-19,1,2023,frozen,33
Aldi,2023-01-30,1,2023,free-from,2
Sains,2023-01-07,1,2023,pets,61
Sains,2023-01-30,1,2023,frozen,32
ASDA,2023-01-09,1,2023,health_products,212
ASDA,2023-01-26,1,2023,health_products,248
Tesco,2023-01-19,1,2023,health_products,227
Tesco,2023-01-11,1,2023,drinks,178
Tesco,2023-01-20,1,2023,food_cupboard,342
Aldi,2023-01-07,1,2023,drinks,28
Aldi,2023-01-05,1,2023,frozen,34
Sains,2023-01-15,1,2023,drinks,146
Sains,2023-01-17,1,2023,drinks,134
Sains,2023-01-28,1,2023,pets,67
ASDA,2023-01-13,1,2023,home,201
ASDA,2023-01-06,1,2023,health_products,228
ASDA,2023-01-27,1,2023,pets,40
Tesco,2023-01-21,1,2023,fresh_food,198
Tesco,2023-01-19,1,2023,frozen,48
Aldi,2023-01-18,1,2023,household,25
Aldi,2023-01-15,1,2023,food_cupboard,65
Sains,2023-01-16,1,2023,health_products,344
Sains,2023-01-26,1,2023,health_products,327
ASDA,2023-01-11,1,2023,fresh_food,237
ASDA,2023-01-30,1,2023,frozen,25
ASDA,2023-01-31,1,2023,pets,44
Tesco,2023-01-17,1,2023,baby_products,50
Morrisons,2023-01-27,1,2023,pets,44
Aldi,2023-01-06,1,2023,pets,7
Sains,2023-01-23,1,2023,free-from,165
Sains,2023-01-12,1,2023,frozen,39
ASDA,2023-01-12,1,2023,food_cupboard,312
Tesco,2023-01-31,1,2023,frozen,55
Tesco,2023-01-14,1,2023,home,225
Tesco,2023-01-08,1,2023,health_products,247
Morrisons,2023-01-12,1,2023,fresh_food,113
Morrisons,2023-01-05,1,2023,health_products,172
Morrisons,2023-01-25,1,2023,food_cupboard,237
Aldi,2023-01-01,1,2023,fresh_food,92
Aldi,2023-01-27,1,2023,bakery,13
Sains,2023-01-24,1,2023,home,198
Sains,2023-01-11,1,2023,pets,59
Aldi,2023-01-19,1,2023,bakery,16
Aldi,2023-01-10,1,2023,baby_products,6
Aldi,2023-01-21,1,2023,frozen,38
Sains,2023-01-30,1,2023,health_products,324
Tesco,2023-01-22,1,2023,household,50
Morrisons,2023-01-15,1,2023,frozen,39
Morrisons,2023-01-14,1,2023,fresh_food,131
Aldi,2023-01-31,1,2023,household,20
Aldi,2023-01-31,1,2023,frozen,16
Sains,2023-01-31,1,2023,drinks,163
Sains,2023-01-13,1,2023,frozen,36
ASDA,2023-01-21,1,2023,health_products,257
